#czas (t) [s]	Ilość zliczeń (N)	
28	167	12.9
59	135	11.6
88	136	11.7
121	105	10.2
145	97	9.8
177	93	9.6
206	71	8.4
239	66	8.1
268	51	7.1
299	44	6.6
328	43	6.6
362	41	6.4
386	37	6.1
415	34	5.8
444	31	5.6
477	31	5.6
509	34	5.8
535	19	4.4
566	20	4.5
598	16	4.0
624	19	4.4
658	20	4.5
687	14	3.7
716	15	3.9
749	14	3.7
778	15	3.9
812	13	3.6
838	12	3.5
869	13	3.6
898	17	4.1
930	13	3.6
958	12	3.5
992	11	3.3
1021	8	2.8
1050	9	3.0
1081	9	3.0
1110	11	3.3
1139	7	2.6
1165	9	3.0
